Institution Number,PI Last Name,PI First Name,PI Department Name,Investigator ALL Last Name,Investigator ALL First Name,Investigator ALL Dept or Unit,Sponsor Name,Project Title,Requested Project Period Start Date,Requested Project Period End Date,Project Total Requested Sponsor Costs (entire project),Current Proposal Status,Current Proposal Status Date,ARRA Funding,Sponsor Award Number
PT095098,Younger,Janet,Deans Office - Nursing,Easley~Selig~Younger~Goodloe~,Angela~Patricia~Janet~Lauren~,Deans Office - Nursing~Health Administration~Deans Office - Nursing~Deans Office - Medicine~,Health Resources and Services Administration/DHHS,Nurse Practitioner Residence in Tertiary Care FY 2005,1-Jul-05,30-Jun-06,329551,Award Destroyed,4-Jan-13,N,2A10HP00149-06
PT095100,McCain,Nancy,Adult Health and Nursing Systems,Rausch~McCain~,Sarah~Nancy~,Psychiatry~Adult Health and Nursing Systems~,National Center for Complementary and Alternative Medicine/NIH/DHHS,Psychosocial Mechanisms of CAM Interventions in Breast Cancer,31-Aug-05,30-Aug-07,40924,Award Destroyed,3-Jan-13,N,1F31AT003044-01
PT095101,Marconi,Richard,Microbiology and Immunology,Marconi~,Richard~,Microbiology and Immunology~,National Institutes of Health,Epitope Structure of Borrelia Outer Surface Protein C,1-May-05,30-Apr-08,42976,Proposal Not Awarded,12-Aug-05,N,1F31AI066544-01
PT095102,Cabral,Guy,Microbiology and Immunology,Raborn~Cabral~,Erinn~Guy~,Microbiology and Immunology~Microbiology and Immunology~,National Institutes of Health,Cannabinoid Modulation of Microglial Chemokine Receptors,1-May-05,30-Apr-08,30722,Proposal Not Awarded,27-Jun-06,N,NA
PT095103,Bohanon,Linda,Area Health Education Center,Bohanon~,Linda~,Area Health Education Center~,Virginia Department of Medical Assistance,Medicaid Project,1-Jul-04,30-Jun-05,0,Award Destroyed,23-Aug-11,N,IAG#187-04
PT095104,Deb,Sumitra,Biochemistry and Molecular Biology,Deb~,Sumitra~,Biochemistry and Molecular Biology~,National Institutes of Health,Role of p53 Mutations in Cancer,1-Sep-05,31-Aug-07,41020,Proposal Not Awarded,16-Jun-06,N,NA
PT095105,Harada,Hisashi,Hematology/Oncology - Internal Medicine,Harada~,Hisashi~,Oral and Craniofacial Molecular Biology~,Kimmel (Sidney) Foundation for Cancer Research,Microtubule-Interacting Chemotherapeutic Agents: BIM as a Regulator of Mitochondrial Apoptosis,1-Jul-05,30-Jun-07,100000,Proposal Not Awarded,31-Mar-06,N,NA
PT095106,Pandya,Arti,Human and Molecular Genetics,Nance~Pandya~,Walter~Arti~,Human and Molecular Genetics~Human and Molecular Genetics~,Gallaudet University,Distance Learning in Genetics for EHDI Personnel,1-Jun-05,31-May-06,37437,Proposal Not Awarded,4-Aug-06,N,NA
PT095108,Diegelmann,Robert,Biochemistry and Molecular Biology,Diegelmann~,Robert~,Biochemistry and Molecular Biology~,National Institutes of Health,Optimization of Wound Healing using Androstenetriol,1-Aug-05,31-Jul-08,57434,Proposal Not Awarded,13-Jun-06,N,NA
PT095109,Kurdziel,Karen,Radiology,Kurdziel~,Karen~,Radiology~,Department of Defense,Phase I/II Evaluation of Multimodality Image-Guided HDR/IMRT in Prostate Cancer:combined molecular targeting using nanoparticle MR 3D MRSI,1-Oct-05,30-Sep-06,352481,Proposal Not Awarded,22-Mar-06,N,PC05-CTA
PT095110,Smith,Matthew,Pharmacology and Toxicology,Smith~Guo~White~,Matthew~Tai~Kimber~,Pharmacology and Toxicology~Pharmacology and Toxicology~Pharmacology and Toxicology~,National Institute of Environmental Health Sciences/NIH/DHHS,Potential for Environmental & Therapeutic Agents to Induce Immunotoxicity,1-Jul-05,31-Jul-10,5845996,Award Closed,24-Jul-13,N,N01-ES-55538 Mod 16
PT095111,Manjili,Masoud,Microbiology and Immunology,Manjili~,Masoud~,Massey Cancer Center~,Kimmel (Sidney) Foundation for Cancer Research,Development of a Double-edged Breast Cancer Vaccine to Induce Effective Anti-tumor Immunity and to Restrain Suppressor T Cells,1-Jul-05,30-Jun-06,99999,Proposal Not Awarded,31-Mar-06,N,NA
PT095112,Brown,Bonnie,Biology,Brown~,Bonnie~,Biology~,Department of Justice,Genetic Evaluation of Restoration Success in American Shad Returning to James River,1-Jan-05,31-Dec-05,239778,Proposal Not Awarded,21-Sep-05,N,SL 000685
PT095113,Cramer,Elizabeth,MSW Program,Cramer~,Elizabeth~,MSW Program~,Department of Justice,Evaluating I-CAN to Assist Victims with Disabilities to File for Protective Orders,5-Sep-05,31-Aug-06,156450,Proposal Not Awarded,31-Mar-06,N,Concept Paper
PT095114,Alvarez,Julio,Chemistry,Alvarez~,Julio~,Chemistry~,Department of Energy,Establishing Selectivity on Catalytic Surfaces Through Nanopore Array Membranes,1-May-05,30-Apr-06,145432,Proposal Not Awarded,6-Dec-05,N,NA
PT095115,Gooden,Susan,Wilder School of Government and Public Affairs,Gooden~,Susan~,Wilder School of Government and Public Affairs~,Congressional Black Caucus Foundation_ Inc.,How Diverse is Our Democracy?,1-Oct-05,30-Sep-07,94906,Proposal Not Awarded,30-Jun-06,N,NA
PT095116,Rafiq,Azhar,Surgery,Rafiq~Merrell~,Azhar~Ronald~,Surgery~Surgery~,Department of the Army,Integrating Technology for Patient Monitoring in a Digital Operating Room Phase 2,1-Jan-05,31-Jul-07,189989,Award Archived,5-May-11,N,W81XWH-06-1-0485 P00001
PT095117,McLeod,Bryce,Psychiatry,McLeod~,Bryce~,Psychology~,Anxiety Disorders Association of America,Developing and Testing a Novel Approach for Assessing Treatment Integrity in an Effectiveness Trial for Youth Anxiety Disorders,1-Jun-05,31-May-06,29380,Proposal Not Awarded,28-Apr-06,N,NA
PT095118,Macrina,Francis,Office of Research,Torr~Macrina~,Marsha~Francis~,Office of Research~Office of Research~,National Center for Research Resources/NIH/DHHS,Cardiovascular Injury and Repair Research Facility,1-Jul-09,30-Jun-10,4054941,Award In Closeout,5-Nov-13,Y,1C06RR020555-01A1 Revised2
PT095119,Grotewiel,Michael,Human and Molecular Genetics,Grotewiel~,Michael~,Human and Molecular Genetics~,American Federation for Aging Research,Genetic Dissection of Functional Senescence in Drosophila,1-Jul-05,30-Jun-06,150000,Award In Closeout,25-Aug-09,N,American Federation
PT095120,Cummins,Patricia,School of World Studies,Cummins~,Patricia~,School of World Studies~,Department of State,Historical and Contemporary Perspectives of Culture and Diversity in the United States,1-Mar-05,1-Sep-05,324659,Proposal Not Awarded,11-Mar-05,N,ECA A E USS0502SE2
PT095121,Gewirtz,David,Pharmacology and Toxicology,Gewirtz~,David~,Pharmacology and Toxicology~,American Institute for Cancer Research,Promotion of Cell Death in Irradiated Breast Tumor Cells by the Vitamin D3 Analog EB 1089,1-Jul-05,30-Jun-06,74496,Proposal Not Awarded,12-Dec-05,N,NA
PT095122,Spiegel,Sarah,Biochemistry and Molecular Biology,Spiegel~,Sarah~,Biochemistry and Molecular Biology~,National Institutes of Health,Signaling and Metabolism of Bioactive Lipids,1-Jul-05,30-Jun-06,106287,Proposal Not Awarded,22-Mar-06,N,1T32GM072484-01A1
PT095123,Karnes,Howard,Pharmaceutics,Karnes~,Howard~,Pharmaceutics~,U.S. Pharmacopeia,A Biorelevant Approach to Invitro-Invivo Correlation and Accelerated Drug Release Testing for a long acting Naltrexone Implant,1-Jul-05,30-Jun-06,19975,Proposal Not Awarded,22-Mar-06,N,NA
PT095124,Sood,Aradhana,Psychiatry,Ponton~Sood~,Tamara~Aradhana~,Anesthesiology~Psychiatry~,Duke University,Child and Adolescent Psychiatry Trials Network (CAPTN) MASTER AGREEMENT,5-Oct-05,31-Jul-09,34000,Award In Closeout,7-Dec-09,N,P30MH66386
PT095125,Dupree,Jeffrey,Anatomy and Neurobiology,Dupree~,Jeffrey~,Anatomy and Neurobiology~,American Federation for Aging Research,A Genetic Approach to Understanding the Effects of Sulfatide Depletion in Alzheimer's Disease,1-Jul-05,30-Jun-06,145802,Proposal Not Awarded,22-Mar-06,N,NA
PT095126,Jena,Puru,Physics,Jena~,Puru~,Physics~,Ames Laboratory,Complex Hydrides A New Frontier for Future Energy Applications,15-Aug-05,30-Sep-08,471400,Award Archived,27-Sep-11,N,SC-05-298 Mod 3
PT095127,Chesney-Walker,Cheryl,VP for Health Sciences,Chesney-Walker~,Cheryl~,VP for Health Sciences~,Department of Health & Human Services,Advanced Pathways to Health Professions Program,1-Mar-05,28-Feb-06,173850,Proposal Not Awarded,8-Apr-06,N,HRSA 05-118
PT095128,Jena,Puru,Physics,Jena~,Puru~,Physics~,Savannah River National Laboratory,Elucidation of Hydrogen Interaction Mechanisms with Metal-doped Carbon Nanostructures,1-Jun-05,31-May-06,100863,Proposal Not Awarded,29-Apr-06,N,NA
PT095129,Karnes,Howard,Pharmaceutics,Karnes~,Howard~,Pharmaceutics~,PDA,A Biorelevant Approach to InVitro-InVivo Correlation and Accelerated Drug Release Testing for a Long Lasting Naltrexone Implant,1-Apr-05,31-Mar-06,9990,Proposal Not Awarded,31-Mar-06,N,NA
PT095130,Plunkett,Gregory,Biology,Plunkett~,Gregory~,Biology~,National Science Foundation,Tackling Schefflera Initiating the Re-circumscription of the Largest Genius in Araliaceae,1-Aug-05,31-Jul-06,66594,Proposal Not Awarded,20-Jun-05,N,0025200-0516151
PT095131,Lyon,Debra,Family and Community Health Nursing,Lyon~,Debra~,Family and Community Health Nursing~,National Institutes of Health,Cranial Stimulation for Chemo Symptoms in Breast Cancer Interim Progress Report Required by Agency,1-Jul-04,30-Jun-05,0,Proposal Not Awarded,10-Mar-05,N,7R21CA106149-02
PT095132,Jena,Puru,Physics,Jena~,Puru~,Physics~,Pennsylvania State University_ The,Comparative Studies of H-storage in Alkali Metal Based Solid State Hosts.Bulk Materials to Small Clusters,1-Jul-05,30-Jun-06,100863,Proposal Not Awarded,31-Mar-06,N,NA
PT095133,Longest,Philip,Mechanical Engineering,Longest~,Philip~,Mechanical Engineering~,American Heart Association (Mid-Atlantic Affiliate),Particle Hemodynamics and Near Wall Transport Modeling with Applications to Atherosclerosis and Intimal Hyperplasia,1-Jul-05,30-Jun-06,65884,Proposal Not Awarded,31-Mar-06,N,NA
PT095134,Hogan,Christopher,Emergency Medicine,Hogan~,Christopher~,Emergency Medicine~,Society of Geriatric Cardiology,Non Invasive Microvascular Tissue Perfusion Assessment in the Geriatric Heart Failure Population,1-Mar-05,28-Feb-06,9998,Proposal Not Awarded,4-Aug-06,N,NA
PT095135,Diegelmann,Robert,Biochemistry and Molecular Biology,Spiegel~Diegelmann~,Sarah~Robert~,Biochemistry and Molecular Biology~Biochemistry and Molecular Biology~,National Institutes of Health,Signaling in Tissue Injury and Repair,1-Jul-06,30-Jun-07,233193,Proposal Not Awarded,15-Jun-06,N,NA
PT095136,Tseng,Gea-Ny,Physiology and Biophysics,Tseng~,Gea-Ny~,Physiology and Biophysics~,American Heart Association (Mid-Atlantic Affiliate),Functional Impairment of Cardiac Stem Cells in Aging Heart Suffering from Chronic Hypertension,1-Jul-05,30-Jun-07,66000,Proposal Not Awarded,21-Mar-06,N,NA
PT095137,Barbour,Suzanne,Biochemistry and Molecular Biology,Barbour~,Suzanne~,Biochemistry and Molecular Biology~,National Science Foundation,Regulation of Cell Phospholipid Metabolism by Phospholipase A2,1-Sep-05,31-Aug-09,239735,Proposal Not Awarded,18-Nov-05,N,NA
PT095138,Ghosh,Siddhartha,Nephrology,Ghosh~,Siddhartha~,Nephrology~,American Heart Association,Role of HDL and Hypercholesterolemia in Glomerulosclerosis,1-Jul-05,30-Jun-06,65000,Proposal Not Awarded,31-Mar-06,N,NA
PT095139,Chiu,Wan-Ling,Biology,Chiu~,Wan-Ling~,Biology~,Department of Agriculture,Nitrogen Starvation Induced Symbiotic Gland Development,1-Aug-05,31-Jul-06,86935,Proposal Not Awarded,26-May-05,N,2005-02442
PT095140,Zehner,Zendra,Biochemistry and Molecular Biology,Zehner~,Zendra~,Biochemistry and Molecular Biology~,American Heart Association (Mid-Atlantic Affiliate),Regulation of Nonmuscle Specific Gene Expression during Myogenesis,1-Jul-05,30-Jun-06,66000,Proposal Not Awarded,31-Mar-06,N,NA
PT095141,Mikkelsen,Ross,Radiation Oncology,Mikkelsen~,Ross~,Radiation Oncology~,National Institutes of Health,Mechanisms of ERBB Receptor,NA,NA,0,Proposal Not Awarded,20-Aug-05,N,2R01CA65896-08
PT095142,Ginder,Gordon,Hematology/Oncology - Internal Medicine,Ginder~,Gordon~,Hematology/Oncology - Internal Medicine~,National Institutes of Health,Postdoctoral Training Program in Cancer Biology,1-Dec-05,30-Nov-06,312141,Proposal Not Awarded,10-Jan-06,N,2T32CA085159-06A1
PT095143,Fang,Xianjun,Biochemistry and Molecular Biology,Fang~,Xianjun~,Biochemistry and Molecular Biology~,Harvard Medical School,Dab2 and Ovarian Cancer Metastasis,1-Nov-05,31-Oct-06,72755,Proposal Not Awarded,31-Mar-06,N,NA
PT095144,Ghosh,Shobha,Pulmonary Disease,Ghosh~,Shobha~,Pulmonary Disease~,American Heart Association (Mid-Atlantic Affiliate),Regulation of Macrophage Cholesterol Efflux,1-Jul-05,30-Jun-07,131999,Award Archived,14-Nov-08,N,05555636U
PT095145,Elhai,Jeffrey,Life Sciences,Elhai~,Jeffrey~,Center for Study of Biological Complexity~,National Science Foundation,An Extensible Knowledge Base and Programming Environment for the Community Annotation of Multiple Genomes,1-May-05,31-Aug-09,902708,Award Archived,30-Jun-11,N,DBI-0516378
PT095146,Sakagami,Masahiro,Pharmaceutics,Sakagami~,Masahiro~,Pharmaceutics~,Nagai Foundatin Tokyo,Lung Disposition of Immunoglobulin G and Related Therapeutic Antibodies the Role of FcRn Mediated Transcytosis and Alveolar Macrophages,1-Apr-05,31-Mar-06,9980,Proposal Not Awarded,31-Mar-06,N,NA
PT095147,Ratz,Paul,Pediatrics,Berg-Hazelgrove~Ratz~,Krystina~Paul~,Gastroenterology - Internal Medicine~Biochemistry and Molecular Biology~,American Heart Association (Mid-Atlantic Affiliate),Length Dependant Regulation of Tonic Force Maintainance in Rabbit Epigastric Artery,1-Jul-06,30-Jun-07,40000,Award Archived,12-Nov-08,N,NA
PT095148,Li,Pin-Lan,Pharmacology and Toxicology,Li~,Pin-Lan~,Pharmacology and Toxicology~,National Institutes of Health,Mechanism of Coronary Endothelium Mediated Vasodilation,1-Apr-05,31-Mar-06,368580,Proposal Not Awarded,1-Jul-05,N,5R01HL057244-09
PT095149,Barbour,Suzanne,Biochemistry and Molecular Biology,Barbour~,Suzanne~,Biochemistry and Molecular Biology~,American Heart Association (Mid-Atlantic Affiliate),Group VIA Phospholipase A2 A Novel Target to Control Atherosclerosis,1-Jul-05,30-Jun-06,66000,Proposal Not Awarded,17-Mar-06,N,NA
PT095150,Valerie,Kristoffer,Radiation Oncology,Valerie~,Kristoffer~,Radiation Oncology~,National Institutes of Health,Genetic Modulation of Cellular Radiation Responses,NA,NA,0,Proposal Not Awarded,20-Aug-05,N,NA
PT095151,Hagan,Michael,Radiation Oncology,Hagan~,Michael~,Radiation Oncology~,American College of Radiology,Radiation Therapy Oncology Group (RTOG Institution 1701),NA,NA,0,Proposal Not Awarded,20-Aug-05,N,Not Awarded: U10CA021661
PT095152,Kuciauskas,Darius,Chemistry,Kuciauskas~,Darius~,Chemistry~,National Science Foundation,Experimental Studies of Molecular Dynamics at Phospholipid Bilayer Aqueous Interfaces,1-Jan-06,31-Dec-06,133062,Proposal Not Awarded,31-Mar-06,N,NA
PT095153,Carpenter,Everett,Chemistry,Carpenter~,Everett~,Chemistry~,National Science Foundation,Atomic Engineering of Magnetic Nanoparticles_ A Growth and Nucelation Study,1-Aug-05,31-Jul-08,199818,Proposal Not Awarded,21-Nov-05,N,NA
PT095154,Ryan,John,Biology,Ryan~,John~,Biology~,American Heart Association,Regulation of Mast Cell Development and Survival by TGF beta 1,1-Jul-05,30-Jun-06,20000,Proposal Not Awarded,31-Mar-06,N,NA
PT095155,Bowlin,Gary,Biomedical Engineering,Bowlin~,Gary~,Biomedical Engineering~,American Heart Association (Mid-Atlantic Affiliate),Electrospun Collagen and Polydioxanone for a Novel Bioresorbable Vascular Prosthetic,1-Jul-05,31-Dec-07,132000,Award Archived,20-Sep-11,N,0555407U
PT095156,Arena,Ross,Physical Therapy,Arena~,Ross~,University of New Mexico~,American Heart Association,Clinical Trial of Resting End Tidal Carbon Dioxide in Patients with Heart Failure,1-Jul-05,30-Jun-06,66000,Proposal Not Awarded,29-Jul-05,N,NA
PT095157,Masho,Saba,Family Medicine and Population Health,Masho~,Saba~,Family Medicine and Population Health~,Virginia Department of Health,Proposal Development for Pregnancy Risk Assessment Monitoring System Like Survey in Virginia [PRAMS],1-Feb-05,30-Mar-05,4900,Proposal Not Awarded,22-Mar-06,N,NA
PT095158,Rodriguez-Agudo,Daniel,Internal Medicine,Rodriguez-Agudo~,Daniel~,Gastroenterology - Internal Medicine~,American Heart Association,StarD5 A New Macrophage Sterol Binding Protein,1-Jul-05,30-Jun-06,35000,Proposal Not Awarded,31-Mar-06,N,0525617U
PT095159,Stravitz,Richard,Gastroenterology - Internal Medicine,Stravitz~,Richard~,Gastroenterology - Internal Medicine~,Northwestern University,Hypothermia for Acute Liver Failure Due to Acetaminophen,1-Dec-05,30-Nov-06,8500,Proposal Not Awarded,27-Jun-06,N,NA
PT095160,Chalfant,Charles,Biochemistry and Molecular Biology,Chalfant~,Charles~,Biochemistry and Molecular Biology~,American Heart Association,Regulation of Ceramide Kinase,1-Jul-05,30-Jun-06,35000,Proposal Not Awarded,28-Apr-06,N,NA
PT095161,Chalfant,Charles,Biochemistry and Molecular Biology,Chalfant~,Charles~,Biochemistry and Molecular Biology~,American Heart Association,Regulation of Bcl-x pre-mRNA Processing,1-Jul-05,30-Jun-06,20000,Proposal Not Awarded,28-Apr-06,N,NA
PT095162,Chalfant,Charles,Biochemistry and Molecular Biology,Subramanian~Chalfant~,Preeti~Charles~,Biochemistry and Molecular Biology~Biochemistry and Molecular Biology~,American Heart Association,Ceramide 1 Phosphate is a Specific and Potent Activator of Cytosolic Phospholipase A2 Alpha,1-Jul-05,30-Jun-07,40000,Award Destroyed,28-Feb-13,N,0515330U
PT095163,Yager,Dorne,Surgery,Yager~,Dorne~,Surgery~,Crohn's & Colitis Foundation of America,Hyaluronan in Inflammatory Bowel Disease,1-Jul-05,30-Jun-08,112176,Proposal Not Awarded,31-Mar-06,N,NA
PT095164,Salyer,Jeanne,Adult Health and Nursing Systems,Salyer~Chiaranai~,Jeanne~Chantira~,Adult Health and Nursing Systems~Adult Health and Nursing Systems~,American Heart Association,Self Care and Quality of Life in Patients with Heart Failure,1-Jun-05,30-May-06,39992,Award Archived,7-Nov-08,N,0515321U
PT095165,Ratz,Paul,Biochemistry and Molecular Biology,Miner~Ratz~,Amy~Paul~,Biochemistry and Molecular Biology~Biochemistry and Molecular Biology~,American Heart Association (Mid-Atlantic Affiliate),Mechanisms Causing Failure of Vascular Smooth Muscle to Contract,1-Jul-05,31-Dec-07,132000,Award Destroyed,25-Mar-13,N,0555514U
PT095166,Golub,Aleksander,Physiology and Biophysics,Golub~,Aleksander~,Physiology and Biophysics~,American Heart Association (Mid-Atlantic Affiliate),Erythrocyte Associated Transients of Oxygen Tension in Capillaries of Mesentery and Skeletal Muscle,1-Jul-05,30-Jun-07,66000,Proposal Not Awarded,29-Apr-06,N,NA
PT095167,Conrad,Daniel,Microbiology and Immunology,Conrad~,Daniel~,Microbiology and Immunology~,American Heart Association,Analysis of the Role CD23 in the Regulation of IgE Synthesis,1-Jul-05,30-Jun-06,35000,Proposal Not Awarded,21-Mar-06,N,NA
PT095168,Meade,Michelle,Physical Medicine and Rehabilitation,Meade~Jackson~,Michelle~The Estate of M~,Physical Medicine and Rehabilitation~African American Study~,Department of Education,The Interaction of Race_ Ethnicity and Disability in ADA Employment Discrimination,1-Oct-05,30-Sep-08,449384,Proposal Not Awarded,2-Jun-06,N,NA
PT095169,Torres Filho,Ivo,Anesthesiology,Torres Filho~,Ivo~,Internal Medicine~,American Heart Association,Hypertension and Critical Oxygen Delivery,1-Jul-05,30-Jun-07,66000,Proposal Not Awarded,11-Apr-06,N,NA
PT095170,West,Michael,SOE Teach Lrng Dept,West~,Michael~,SOE Spec Ed and DP RRTC~,Department of Education,Webmap USA:Development of a Web based Community Resource Mapping System for Transition and Adult Services,1-Oct-05,30-Sep-08,149651,Proposal Not Awarded,6-Jul-06,N,NA
PT095171,Reynolds,Kevin,Medicinal Chemistry Pharmacy,Reynolds~,Kevin~,Medicinal Chemistry Pharmacy~,University of Michigan,Molecular Analysis of Modular Polyketide Synthesis,1-Sep-05,31-Aug-10,260750,Proposal Not Awarded,2-Jun-05,N,NA
